Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you want to take this survey in English or Spanish?¿Quieres responder la encuesta en inglés o español?,Please ask your teacher for their teacher code.,What is the name of your district and school?,,What grade are you currently enrolled in?,What is your gender?,Are you Hispanic/Latino/a?,What is your ethnicity? Select all that apply.,,,,,,,How often do you speak English at home? ,How much do you agree or disagree with the statements below?,,,,"For you personally, how true or not true is the statement below? (Select only one)",How much do you agree or disagree with the statement below? (Select one only),How much do you agree or disagree with the statements below?,,,,,How much do you agree or disagree with the statements below?,,,,"When reading the following statements, think about your current math class and decide how well the statements describe you.",,,,,,,,,,,,,How often does your math teacher do each of the following?,,"Por favor, pídele a tu profesor/a su código.",Selecciona el nombre de tu distrito escolar y escuela.,,"¿Actualmente, en qué grado estás matriculado?",¿Cuál es tu sexo/género?,¿Eres hispano / latino/a?,¿Cuál es tu raza/origen étnico? (seleccione todas las que correspondan),,,,,,,¿Qué tan frecuente hablas inglés en tu casa?,¿En qué medida estás de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Para ti personalmente, ¿qué tan verdadera o no verdadera es la siguiente declaración? (Seleccione solo uno)",¿En qué medida está de acuerdo o en desacuerdo con la siguiente declaración? (Seleccione solo uno),¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,,¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Al leer las siguientes declaraciones, piensa en tu actual clase de matemáticas y decide qué tan bien te describen estas declaraciones.",,,,,,,,,,,,,¿Con qué frecuencia su profesor de matemáticas hace cada uno de los siguientes?,
13490637629,410322128,06/08/2022 08:05:23 AM,06/08/2022 08:14:54 AM,165.155.130.156,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Female,Yes,,Native Hawaiian or other Pacific Islander,,,,,,Almost always,Strongly disagree,Mostly disagree,Mostly agree,Mostly disagree,Very true,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Not at all like me,Not much like me,Very much like me,Very much like me,Mostly like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490638217,410322128,06/08/2022 08:06:07 AM,06/08/2022 08:13:29 AM,165.155.131.167,,,,,English / inglés,EXH9988,"NYC District 11 - PS 498, NY",,8,Male,No,,,Black or African American,,,,,Always,Mostly agree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Agree,Agree,Agree,Agree,Slightly agree,Strongly agree,Agree a lot,Disagree a little,Agree a little,Agree a little,Somewhat like me,Mostly like me,Not much like me,Not much like me,Somewhat like me,Mostly like me,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Never,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637374,410322128,06/08/2022 08:05:16 AM,06/08/2022 08:13:26 AM,165.155.137.155,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Prefer not to answer,Yes,,Native Hawaiian or other Pacific Islander,,,,More than one race,Hispanic ,Always,Mostly disagree,Mostly disagree,Disagree,Agree,Extremely true,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Mostly like me,Very much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,,Not at all like me,Mostly like me,Very much like me,Very much like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637885,410322128,06/08/2022 08:05:32 AM,06/08/2022 08:13:21 AM,165.155.129.155,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Male,Yes,,,,,,,puerto rican and dominican ,Always,Mostly disagree,Disagree,Mostly agree,Agree,Somewhat true,Agree,Slightly disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Disagree a lot,Disagree a little,Disagree a lot,Disagree a lot,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Very much like me,Not much like me,Somewhat like me,Not at all like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490639134,410322128,06/08/2022 08:07:04 AM,06/08/2022 08:13:20 AM,165.155.138.171,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Female,Yes,,,,,White,,MIXED ,Almost always,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Very true,Strongly agree,Slightly agree,Agree,Agree,Agree,Strongly agree,Agree a little,Agree a lot,Disagree a little,Disagree a lot,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Somewhat like me,Very much like me,Very much like me,Not much like me,Not much like me,Mostly like me,Not much like me,Not much like me,Not much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490639521,410322128,06/08/2022 08:07:39 AM,06/08/2022 08:12:31 AM,165.155.140.158,,,,,English / inglés,EXH9988,"NYC District 11 - IS 498, NY",,8,Female,No,,,,,White,,,Sometimes,Strongly disagree,Disagree,Strongly disagree,Agree,Not at all true,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Very much like me,Very much like me,Very much like me,Very much like me,Mostly like me,Very much like me,Not at all like me,,Mostly like me,Very much like me,Mostly like me,Somewhat like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637511,410322128,06/08/2022 08:05:20 AM,06/08/2022 08:12:29 AM,165.155.130.171,,,,,English / inglés,EXH9988,"NYC District 11 - PS 498, NY",,8,Male,Yes,,,Black or African American,,,,,Always,Disagree,Strongly disagree,Strongly disagree,Mostly disagree,Extremely true,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree a lot,Agree a little,Disagree a lot,Disagree a lot,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Not at all like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637452,410322128,06/08/2022 08:05:20 AM,06/08/2022 08:12:14 AM,165.155.136.174,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Female,No,,,,,White,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Not at all true,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree a little,Agree a little,Agree a lot,Agree a little,Mostly like me,Very much like me,Not at all like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,Not at all like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490638517,410322128,06/08/2022 08:06:30 AM,06/08/2022 08:12:07 AM,165.155.138.171,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Male,Yes,,,Black or African American,,White,More than one race,im mixed^^,Always,Agree,Agree,Mostly agree,Agree,Very true,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Mostly like me,Very much like me,Mostly like me,Somewhat like me,Somewhat like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490638134,410322128,06/08/2022 08:06:07 AM,06/08/2022 08:12:06 AM,165.155.136.154,,,,,English / inglés,EXH9988,"NYC District 11 - PS 498, NY",,8,Female,No,,,Black or African American,,White,,,Always,Strongly disagree,Strongly agree,Disagree,Strongly agree,Somewhat true,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Not at all like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490638025,410322128,06/08/2022 08:05:57 AM,06/08/2022 08:11:55 AM,165.155.128.174,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Female,Yes,,,,Asian,,,,Almost always,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Very much like me,Not much like me,Somewhat like me,Very much like me,Not much like me,Not at all like me,Somewhat like me,Somewhat like me,Very much like me,Mostly like me,Somewhat like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637858,410322128,06/08/2022 08:05:49 AM,06/08/2022 08:11:55 AM,165.155.140.153,,,,,English / inglés,EXH9988,"NYC District 11 - IS 498, NY",,8,Female,No,,,,,White,,,Almost always,Mostly disagree,Strongly disagree,Disagree,Disagree,Not at all true,Agree,Agree,Agree,Agree,Agree,Agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637728,410322128,06/08/2022 08:05:43 AM,06/08/2022 08:11:13 AM,165.155.130.161,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Female,Yes,,Native Hawaiian or other Pacific Islander,Black or African American,,,,,Almost always,Strongly disagree,Disagree,Strongly disagree,Agree,Very true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Mostly like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Not at all like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490637258,410322128,06/08/2022 08:05:14 AM,06/08/2022 08:10:43 AM,165.155.136.169,,,,,English / inglés,EXH9988,"NYC District 11 - PS/MS 498, NY",,8,Female,No,,,,,White,,,Always,Disagree,Disagree,Disagree,Disagree,Somewhat true,Agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Disagree a little,Disagree a little,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Not at all like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Some of the time,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490519257,410322128,06/08/2022 05:51:04 AM,06/08/2022 05:59:41 AM,165.155.132.173,,,,,English / inglés,sxc1234,"NYC District 11 - MS 127, NY",,6,Male,Yes,,,,,,,im dominican and purto rican,Always,Mostly agree,Disagree,Strongly disagree,Disagree,Extremely true,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Slightly disagree,Slightly agree,Disagree a lot,Agree a lot,Disagree a lot,Disagree a lot,Not at all like me,Very much like me,Not at all like me,Mostly like me,Somewhat like me,Very much like me,Not at all like me,Not at all like me,Not much like me,Mostly like me,Very much like me,Not at all like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490510556,410322128,06/08/2022 05:39:54 AM,06/08/2022 05:55:50 AM,165.155.138.156,,,,,English / inglés,SXC1234,Other (please specify),JHS.127,6,Female,Yes,,,,,,,latin,Sometimes,Strongly disagree,Mostly disagree,Strongly disagree,Strongly disagree,Extremely true,Agree,Agree,Slightly disagree,Agree,Strongly agree,Agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Mostly like me,Not much like me,Very much like me,Mostly like me,Very much like me,Not much like me,Somewhat like me,Not at all like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490509691,410322128,06/08/2022 05:38:36 AM,06/08/2022 05:52:27 AM,165.155.140.168,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,Native Hawaiian or other Pacific Islander,,Asian,,,,Never,Disagree,Disagree,Strongly disagree,Disagree,Very true,Agree,Agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Somewhat like me,Not much like me,Very much like me,Very much like me,Very much like me,Mostly like me,Not at all like me,Not much like me,Mostly like me,Very much like me,Mostly like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490519469,410322128,06/08/2022 05:51:13 AM,06/08/2022 05:52:09 AM,165.155.129.170,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,Asian,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490508556,410322128,06/08/2022 05:37:18 AM,06/08/2022 05:50:39 AM,165.155.139.172,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,Yes,,,,Asian,,,,Almost always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Strongly agree,Agree a little,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490503837,410322128,06/08/2022 05:28:53 AM,06/08/2022 05:48:07 AM,165.155.131.172,,,,,English / inglés,sxc1234,"NYC District 11 - MS 127, NY",,6,Female,Yes,,,,,,More than one race,,Sometimes,Mostly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat true,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree a little,Agree a little,Agree a little,Agree a little,Very much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Very much like me,Mostly like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Not at all like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490509190,410322128,06/08/2022 05:38:09 AM,06/08/2022 05:45:16 AM,165.155.139.152,,,,,English / inglés,SXC1234,Other (please specify),J.H.S 127 The Castle Hill School,6,Female,No,,,,,,,Middle Eastern/North African,Always,Mostly disagree,Strongly disagree,Disagree,Disagree,Extremely true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Mostly like me,Very much like me,Not at all like me,Somewhat like me,Mostly like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Mostly like me,Very much like me,Very much like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490508500,410322128,06/08/2022 05:37:21 AM,06/08/2022 05:44:18 AM,165.155.139.152,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,Asian,,,,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490508614,410322128,06/08/2022 05:37:27 AM,06/08/2022 05:43:51 AM,165.155.128.154,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,Asian,,,,Almost always,Disagree,Mostly agree,Disagree,Disagree,Somewhat true,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Slightly disagree,Agree a little,Agree a little,,,,,,,,,,,,,,,Not at all like me,Once in a while,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490508060,410322128,06/08/2022 05:36:47 AM,06/08/2022 05:43:10 AM,165.155.132.168,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Non-binary,Yes,,,,,,More than one race,,Sometimes,Mostly agree,Disagree,Disagree,Strongly agree,Extremely true,Slightly agree,Slightly agree,Agree,Strongly disagree,Agree,Disagree,Disagree a little,Disagree a lot,Agree a little,,Very much like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Not at all like me,Somewhat like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490504267,410322128,06/08/2022 05:31:58 AM,06/08/2022 05:40:39 AM,165.155.136.169,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,Asian,,,,Sometimes,Mostly agree,Mostly disagree,Agree,Disagree,Extremely true,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree a little,Agree a lot,Agree a lot,Agree a little,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490505337,410322128,06/08/2022 05:33:18 AM,06/08/2022 05:39:29 AM,165.155.139.167,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,Asian,,,,Sometimes,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not much like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490501429,410322128,06/08/2022 05:28:07 AM,06/08/2022 05:38:16 AM,165.155.129.165,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,No,,,Black or African American,,,,,Almost always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Mostly like me,Not at all like me,Very much like me,Mostly like me,Mostly like me,Mostly like me,Not at all like me,Not at all like me,Mostly like me,Very much like me,Mostly like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490508905,410322128,06/08/2022 05:37:50 AM,06/08/2022 05:37:56 AM,165.155.140.153,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490503660,410322128,06/08/2022 05:31:16 AM,06/08/2022 05:37:29 AM,165.155.128.154,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,No,,,,Asian,,,,Almost always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Not much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490504098,410322128,06/08/2022 05:31:47 AM,06/08/2022 05:37:20 AM,165.155.130.161,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,Asian,,,,Almost always,Disagree,Disagree,Disagree,Disagree,Slightly true,Strongly agree,Agree,Slightly agree,Strongly agree,Agree,Agree,Disagree a little,Agree a lot,Disagree a little,Disagree a little,Mostly like me,Very much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Not at all like me,Not at all like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490501705,410322128,06/08/2022 05:28:32 AM,06/08/2022 05:37:16 AM,165.155.129.170,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,Yes,,,Black or African American,,,More than one race,Dominican,Always,Mostly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Not much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490507270,410322128,06/08/2022 05:35:48 AM,06/08/2022 05:37:08 AM,165.155.131.162,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,Yes,,,,,,More than one race,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490507914,410322128,06/08/2022 05:36:32 AM,06/08/2022 05:37:03 AM,165.155.136.164,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490502169,410322128,06/08/2022 05:29:10 AM,06/08/2022 05:36:46 AM,165.155.130.161,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,No,,,,,,More than one race,,Always,Agree,Disagree,Mostly disagree,Mostly agree,Somewhat true,Strongly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Agree,Agree a little,Agree a little,Disagree a lot,Agree a little,Somewhat like me,Not much like me,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Not at all like me,Mostly like me,Very much like me,Somewhat like me,Not much like me,Not at all like me,Somewhat like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490503740,410322128,06/08/2022 05:31:23 AM,06/08/2022 05:36:33 AM,165.155.128.169,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,No,,,,Asian,,,,Always,Disagree,Disagree,Mostly disagree,Mostly disagree,Somewhat true,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Mostly like me,Very much like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Not at all like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490502019,410322128,06/08/2022 05:28:56 AM,06/08/2022 05:36:26 AM,165.155.130.171,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Female,No,,,,,,,Bengali ,Almost always,Disagree,Disagree,Strongly disagree,Disagree,Very true,Strongly agree,Agree,Slightly agree,Agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Agree a little,Agree a little,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Mostly like me,Very much like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Very much like me,Mostly like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490501357,410322128,06/08/2022 05:28:02 AM,06/08/2022 05:36:18 AM,165.155.136.164,,,,,English / inglés,SXC1234,"NYC District 11 - MS 127, NY",,6,Male,No,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Mostly disagree,Slightly true,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree a little,Agree a little,Disagree a lot,Disagree a little,,,,,,,,,,,,,,,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490501467,410322128,06/08/2022 05:28:10 AM,06/08/2022 05:35:29 AM,165.155.130.156,,,,,English / inglés,SXC1234,,,6,Non-binary,No,,,Black or African American,,,More than one race,,Sometimes,Agree,Agree,Agree,Agree,Very true,,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree a little,Disagree a lot,Disagree a little,Disagree a lot,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490129115,410322128,06/07/2022 04:11:46 PM,06/07/2022 04:12:28 PM,68.197.109.101,,,,,English / inglés,YXM1234,"NYC District 11 - MS 127, NY",,8,Female,No,,,,Asian,,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489966142,410322128,06/07/2022 12:30:14 PM,06/07/2022 12:32:00 PM,74.89.106.26,,,,,English / inglés,Ok,"NYC District 11 - IS 287, NY",,8,Male,No,,Native Hawaiian or other Pacific Islander,,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all true,Strongly disagree,Disagree,Slightly disagree,Strongly disagree,Disagree,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not much like me,Not much like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not much like me,Not at all like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489845113,410322128,06/07/2022 06:34:44 AM,06/07/2022 10:22:26 AM,71.183.231.61,,,,,Spanish / español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
