student_id,teacher_id,prepost,What is your student identification number as provided by your school or teacher?,What is the name of your school district or parish?,What is your gender?,Are you Hispanic/Latino/a?,What is your race? - American Indian or Alaska Native,What is your race? - Native Hawaiian or other Pacific Islander,What is your race? - Black or African American,What is your race? - Asian,What is your race? - White,What is your race? - More than one race,What is your race? - Other (please specify),How often do you speak English at home? ,What grade level of math are you currently enrolled in?,How often does your teacher do these things? - My teacher explains what we are learning in different ways.,How often does your teacher do these things? - My teacher uses what I already know to help me understand new ideas.,How often does your teacher do these things? - My teacher wants students from different cultures to respect one another.,How often does your teacher do these things? - My teacher treats all students like they are important members of the classroom.,How often does your teacher do these things? - My teacher uses examples from my culture when teaching.,How often does your teacher do these things? - My teacher asks about students’ home life.,How often does your teacher do these things? - My teacher asks about ways that students’ cultures may be different from others.,How often does your teacher do these things? - My teacher helps students learn about other students and their cultures.,To what extent do you agree or disagree with the following statements? - This math class is a happy place for me to be.,To what extent do you agree or disagree with the following statements? - Being in this math class makes me feel sad or angry.,To what extent do you agree or disagree with the following statements? - The things we have done in math this year are interesting.,"To what extent do you agree or disagree with the following statements? - Because of this teacher, I am learning to love math.",To what extent do you agree or disagree with the following statements? - I enjoy math class this year.,To what extent do you agree or disagree with the following statements? - My teacher makes me feel that he/she really cares about me.,To what extent do you agree or disagree with the following statements? - I like the way my teacher treats me when I need help.,"To what extent do you agree or disagree with the following statements? - Even when math is hard, I know I can learn it.",To what extent do you agree or disagree with the following statements? - I can do almost all the math in this class if I don't give up.,To what extent do you agree or disagree with the following statements? - I'm certain I can master the math skills taught in this class.,"To what extent do you agree or disagree with the following statements? - When doing work for this math class, I focus on learning not time work takes.",To what extent do you agree or disagree with the following statements? - I have been able to figure out the most difficult work in this math class.,To what extent are the following statements true or not true? - My teacher makes sure that I try to do my best.,"To what extent are the following statements true or not true? - In this class, we learn a lot almost every day.","To what extent are the following statements true or not true? - In this class, we learn to correct our mistakes.","To what extent are the following statements true or not true? - In this class, my teacher accepts nothing less than our full effort.","To what extent are the following statements true or not true? - My teacher wants us to use our thinking skills, not just memorize things."
student_148,teacher_16,pre,632326997,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,12,4- A lot,5- Always,5- Always,5- Always,2- Rarely,3- Sometimes,2- Rarely,2- Rarely,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_155,teacher_16,pre,661893123,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Almost always,12,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_196,teacher_16,pre,857441471,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,12,4- A lot,4- A lot,5- Always,5- Always,3- Sometimes,2- Rarely,3- Sometimes,1- Never,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree,1- Disagree,1- Disagree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_144,teacher_10,pre,622218,Digital Arts and Technology Academy (State-Charter),Female,No,NA,NA,NA,NA,White,NA,NA,Always,9,2- Rarely,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,2- Rarely,5- Always,4- Somewhat agree,2- Somewhat disagree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_202,teacher_20,pre,886614676,Pojoaque Valley School District,Prefer not to answer,Yes,NA,NA,NA,NA,NA,NA,hispanic,Always,11,3- Sometimes,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,1- Never,2- Rarely,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_121,teacher_20,pre,493689913,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,NA,NA,NA,Almost always,11,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,1- Never,1- Never,1- Never,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_147,teacher_20,pre,626916894,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,NA,NA,hispanic,Always,11,3- Sometimes,1- Never,4- A lot,4- A lot,2- Rarely,1- Never,2- Rarely,2- Rarely,1- Disagree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,1- Disagree,2- Somewhat disagree,3- Neither disagree nor agree,2- Somewhat disagree,1- Disagree,2- Somewhat disagree,3- Neither disagree nor agree,1- Totally untrue,2- Mostly untrue,2- Mostly untrue,1- Totally untrue,2- Mostly untrue
student_40,teacher_20,pre,173547415,Pojoaque Valley School District,Female,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,10,4- A lot,5- Always,5- Always,4- A lot,2- Rarely,2- Rarely,3- Sometimes,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_47,teacher_20,pre,183638758,Pojoaque Valley School District,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,11,3- Sometimes,2- Rarely,3- Sometimes,3- Sometimes,2- Rarely,2- Rarely,2- Rarely,2- Rarely,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither untrue nor true,4- Mostly true,4- Mostly true,3- Neither untrue nor true,3- Neither untrue nor true
student_120,teacher_20,pre,492363932,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,11,5- Always,5- Always,3- Sometimes,5- Always,1- Never,2- Rarely,4- A lot,1- Never,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_122,teacher_20,pre,495144412,Pojoaque Valley School District,Male,No,NA,NA,NA,NA,White,NA,NA,Always,11,3- Sometimes,3- Sometimes,5- Always,5- Always,3- Sometimes,2- Rarely,3- Sometimes,2- Rarely,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,4- Somewhat agree,3- Neither untrue nor true,4- Mostly true,4- Mostly true,3- Neither untrue nor true,3- Neither untrue nor true
student_24,teacher_20,pre,153198882,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,11,4- A lot,4- A lot,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_208,teacher_10,pre,960158,Digital Arts and Technology Academy (State-Charter),Female,Yes,NA,NA,Black or African American,NA,NA,NA,NA,Almost always,9,4- A lot,4- A lot,4- A lot,5- Always,3- Sometimes,2- Rarely,3- Sometimes,4- A lot,5- Agree,2- Somewhat disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_146,teacher_15,pre,624923835,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Never,10,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,1- Never,1- Never,2- Rarely,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_107,teacher_19,pre,422387357,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,9,5- Always,5- Always,5- Always,5- Always,2- Rarely,3- Sometimes,2- Rarely,2- Rarely,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,4- Mostly true
student_173,teacher_19,pre,722324431,Pojoaque Valley School District,Male,No,NA,NA,NA,NA,White,NA,NA,Always,9,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,1- Never,1- Never,1- Never,1- Never,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_157,teacher_19,pre,671849883,Pojoaque Valley School District,Female,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Sometimes,9,5- Always,5- Always,5- Always,5- Always,3- Sometimes,2- Rarely,2- Rarely,1- Never,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_197,teacher_19,pre,864656640,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,White,NA,hispanic,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,4- A lot,3- Sometimes,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_87,teacher_19,pre,338484280,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,White,NA,hispanic,Sometimes,9,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,4- Somewhat agree,1- Disagree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_158,teacher_19,pre,672877172,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_182,teacher_19,pre,769873555,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Always,9,5- Always,3- Sometimes,5- Always,5- Always,3- Sometimes,5- Always,1- Never,1- Never,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_135,teacher_19,pre,571918184,Pojoaque Valley School District,Male,No,NA,NA,NA,NA,NA,NA,Native American,Always,11,5- Always,3- Sometimes,5- Always,5- Always,3- Sometimes,5- Always,1- Never,1- Never,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Mostly true,3- Neither untrue nor true,5- Totally true,4- Mostly true,5- Totally true
student_100,teacher_19,pre,395729627,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,9,4- A lot,3- Sometimes,5- Always,5- Always,2- Rarely,3- Sometimes,3- Sometimes,2- Rarely,4- Somewhat agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,5- Totally true,4- Mostly true,2- Mostly untrue,3- Neither untrue nor true,2- Mostly untrue
student_49,teacher_19,pre,185196284,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,NA,More than one race,white hispanic,Always,9,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,3- Sometimes,1- Never,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,3- Neither untrue nor true,5- Totally true
student_8,teacher_19,pre,116549270,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,NA,Mexican,Sometimes,9,5- Always,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_106,teacher_4,pre,418677340,San Jon Municipal Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Almost always,9,5- Always,5- Always,5- Always,5- Always,2- Rarely,4- A lot,4- A lot,5- Always,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_172,teacher_4,pre,721841781,San Jon Municipal Schools,Female,No,NA,NA,NA,NA,White,More than one race,NA,Always,9,4- A lot,3- Sometimes,5- Always,4- A lot,5- Always,4- A lot,3- Sometimes,4- A lot,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true
student_199,teacher_4,pre,875175929,San Jon Municipal Schools,Male,Yes,NA,NA,NA,NA,NA,NA,NA,Sometimes,9,4- A lot,5- Always,2- Rarely,4- A lot,1- Never,3- Sometimes,1- Never,2- Rarely,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_181,teacher_4,pre,768379638,San Jon Municipal Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,4- Somewhat agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_145,teacher_4,pre,624184693,San Jon Municipal Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,9,4- A lot,4- A lot,5- Always,5- Always,2- Rarely,4- A lot,2- Rarely,3- Sometimes,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_113,teacher_4,pre,464591684,San Jon Municipal Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,9,5- Always,5- Always,5- Always,4- A lot,3- Sometimes,3- Sometimes,2- Rarely,2- Rarely,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,2- Somewhat disagree,2- Somewhat disagree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_95,teacher_10,pre,386383,Digital Arts and Technology Academy (State-Charter),Female,Yes,NA,NA,Black or African American,NA,NA,NA,Haspanic,Almost always,10,4- A lot,3- Sometimes,5- Always,5- Always,4- A lot,4- A lot,4- A lot,4- A lot,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_207,teacher_10,pre,944118,Digital Arts and Technology Academy (State-Charter),Male,Yes,NA,NA,NA,NA,NA,NA,Mexican ,Sometimes,9,5- Always,5- Always,5- Always,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,5- Agree,2- Somewhat disagree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_102,teacher_10,pre,411555,Digital Arts and Technology Academy (State-Charter),Male,Yes,NA,NA,NA,NA,White,NA,NA,Almost always,9,5- Always,4- A lot,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,3- Neither untrue nor true,5- Totally true
student_190,teacher_10,pre,818118,Digital Arts and Technology Academy (State-Charter),Male,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,1% Irish,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,5- Always,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_233,teacher_10,pre,996303,Digital Arts and Technology Academy (State-Charter),Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Almost always,9,4- A lot,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,2- Rarely,2- Rarely,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true
student_232,teacher_10,pre,994655,Digital Arts and Technology Academy (State-Charter),Non-binary,No,American Indian or Alaska Native,NA,NA,NA,White,NA,NA,Always,9,5- Always,3- Sometimes,5- Always,5- Always,1- Never,2- Rarely,1- Never,2- Rarely,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,NA,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,4- Mostly true,5- Totally true,4- Mostly true
student_58,teacher_10,pre,203680,Digital Arts and Technology Academy (State-Charter),Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,9,2- Rarely,4- A lot,5- Always,3- Sometimes,1- Never,1- Never,1- Never,1- Never,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,4- Mostly true,3- Neither untrue nor true,4- Mostly true
student_53,teacher_10,pre,197555,Digital Arts and Technology Academy (State-Charter),Male,No,NA,NA,NA,NA,White,NA,NA,Always,9,3- Sometimes,1- Never,5- Always,5- Always,2- Rarely,2- Rarely,1- Never,2- Rarely,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,1- Disagree,2- Somewhat disagree,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,2- Mostly untrue,4- Mostly true,5- Totally true,4- Mostly true
student_77,teacher_10,pre,284965,Digital Arts and Technology Academy (State-Charter),Male,No,NA,NA,NA,NA,White,NA,NA,Always,9,5- Always,4- A lot,5- Always,5- Always,1- Never,2- Rarely,3- Sometimes,4- A lot,4- Somewhat agree,1- Disagree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_60,teacher_10,pre,215175,Digital Arts and Technology Academy (State-Charter),Prefer not to answer,Yes,American Indian or Alaska Native,NA,NA,NA,White,More than one race,Hispanic ,Always,9,2- Rarely,3- Sometimes,5- Always,4- A lot,1- Never,3- Sometimes,1- Never,1- Never,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_188,teacher_10,pre,803836,Digital Arts and Technology Academy (State-Charter),Prefer not to answer,Yes,NA,NA,NA,NA,White,NA,NA,Always,9,4- A lot,4- A lot,5- Always,5- Always,4- A lot,4- A lot,4- A lot,4- A lot,4- Somewhat agree,2- Somewhat disagree,3- Neither disagree nor agree,1- Disagree,2- Somewhat disagree,5- Agree,5- Agree,3- Neither disagree nor agree,2- Somewhat disagree,1- Disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true
student_206,teacher_10,pre,933832,Digital Arts and Technology Academy (State-Charter),Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,9,4- A lot,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Mostly true,5- Totally true,4- Mostly true,3- Neither untrue nor true,5- Totally true
student_109,teacher_10,pre,447137,Digital Arts and Technology Academy (State-Charter),Male,No,NA,NA,NA,NA,NA,NA,Forgot,Always,9,3- Sometimes,4- A lot,4- A lot,5- Always,2- Rarely,1- Never,3- Sometimes,4- A lot,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,4- Mostly true,3- Neither untrue nor true,4- Mostly true
student_179,teacher_15,pre,738744820,Deming Public Schools,Female,Yes,NA,NA,NA,Asian,NA,NA,Mexican,Almost always,10,3- Sometimes,5- Always,5- Always,5- Always,1- Never,4- A lot,2- Rarely,3- Sometimes,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_50,teacher_15,pre,188635130,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,10,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,5- Always,3- Sometimes,4- A lot,5- Agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_153,teacher_15,pre,653469239,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Sometimes,10,4- A lot,5- Always,5- Always,5- Always,2- Rarely,2- Rarely,1- Never,1- Never,5- Agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_189,teacher_9,pre,812231439,Raton Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,6,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,2- Rarely,NA,3- Sometimes,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,5- Totally true,5- Totally true,4- Mostly true,NA,4- Mostly true
student_161,teacher_9,pre,688732320,Raton Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,6,3- Sometimes,5- Always,5- Always,5- Always,5- Always,2- Rarely,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,4- Mostly true
